Fiyat,Marka,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor_Hacmi,Motor_Gucu,Çekiş,Ort_Yakit_Tuketimi,Yakit_Deposu,Agirlik,Silindir_Sayisi,Maksimum Hız
385000.0,Nissan,2001,312000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1497,90,Önden Çekiş,6.6,60,1920,4.0,190
765000.0,Volkswagen,2012,148000.0,Yarı Otomatik,Benzin,Bilinmiyor,Diğer,1390,160,Önden Çekiş,6.9,70,1693,4.0,192
784950.0,Opel,2020,50000.0,Otomatik,Benzin,Sedan,Beyaz,1364,140,Önden Çekiş,6.7,56,1600,4.0,165
1270500.0,Volkswagen,2016,149000.0,Yarı Otomatik,Benzin,Bilinmiyor,Diğer,1395,150,Önden Çekiş,5.6,70,1500,4.0,170
747500.0,Seat,2017,230000.0,Düz,Dizel,Hatchback/5,Kırmızı,1598,115,Önden Çekiş,4.0,50,1710,4.0,177
352500.0,Ford,2005,328000.0,Düz,Dizel,Hatchback/5,Gri (metalik),1399,68,Önden Çekiş,4.3,45,1750,4.0,182
635500.0,Peugeot,2015,138000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1199,83,Önden Çekiş,4.5,50,1500,4.0,186
1205500.0,Volkswagen,2014,130000.0,Yarı Otomatik,Benzin,Sedan,Siyah,1395,150,Önden Çekiş,5.1,66,1634,4.0,170
917500.0,Renault,2020,49000.0,Düz,Benzin,Sedan,Lacivert,1332,140,Önden Çekiş,5.5,50,1740,4.0,183
845500.0,Volkswagen,2015,228000.0,Düz,Dizel,Hatchback/5,Kahverengi,1598,110,Önden Çekiş,3.8,50,1560,4.0,172
789500.0,Ford,2015,250000.0,Düz,Benzin,Sedan,Siyah,1596,125,Önden Çekiş,6.0,55,1430,3.0,157
275000.0,Renault,1999,410000.0,Düz,LPG & Benzin,Sedan,Gri,1598,107,Önden Çekiş,7.0,60,1940,4.0,230
426500.0,Honda,2003,280000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1590,110,Önden Çekiş,6.5,50,1730,4.0,191
765000.0,Hyundai,2016,80000.0,Düz,Benzin,Hatchback/5,Beyaz,1248,84,Önden Çekiş,5.0,50,1730,4.0,191
749000.0,Renault,2020,130000.0,Düz,Dizel,Hatchback/5,Beyaz,1461,115,Önden Çekiş,3.6,39,1450,4.0,170
595000.0,Renault,2014,225000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,4.4,60,1585,4.0,165
445000.0,Ford,2006,139000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1596,100,Önden Çekiş,7.4,45,1450,4.0,170
730000.0,Opel,2016,206000.0,Otomatik,Dizel,Sedan,Füme,1598,136,Önden Çekiş,5.0,70,1500,4.0,186
765000.0,Fiat,2020,12000.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1555,4.0,180
639000.0,Honda,2010,201000.0,Otomatik,LPG & Benzin,Sedan,Kahverengi,1595,125,Önden Çekiş,7.1,50,1651,4.0,168
620000.0,Volkswagen,2009,69000.0,Düz,Benzin,Hatchback/5,Beyaz,1390,80,Önden Çekiş,6.3,45,2064,4.0,206
1065000.0,Audi,2016,97000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,110,Önden Çekiş,3.8,50,1760,4.0,185
315000.0,Opel,2006,270000.0,Düz,Dizel,Hatchback/3,Beyaz,1248,75,Önden Çekiş,4.6,45,1935,4.0,194
350000.0,Peugeot,2005,340000.0,Düz,Dizel,Hatchback/5,Beyaz,1398,69,Önden Çekiş,4.5,60,1705,4.0,190
935000.0,Honda,2013,112000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1595,125,Önden Çekiş,6.7,50,1450,4.0,170
649999.0,Renault,2016,165000.0,Düz,Dizel,Sedan,Siyah,1461,90,Önden Çekiş,4.5,60,1990,6.0,207
460000.0,Chevrolet,2010,47000.0,Otomatik,Benzin,Sedan,Kırmızı,1399,100,Önden Çekiş,6.8,45,1590,3.0,173
460000.0,Toyota,2005,267000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,110,Önden Çekiş,7.2,60,2075,4.0,219
850000.0,Skoda,2015,46500.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1197,90,Önden Çekiş,4.7,55,1609,4.0,167
369000.0,Ford,2006,290000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1596,100,Önden Çekiş,7.6,45,2155,4.0,200
615000.0,Fiat,2017,88000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,2025,4.0,205
1305000.0,Volkswagen,2020,38000.0,Yarı Otomatik,Benzin,Sedan,Füme,1498,150,Önden Çekiş,5.3,66,1900,4.0,190
754000.0,Opel,2017,95447.0,Otomatik,Benzin,Sedan,Beyaz,1364,140,Önden Çekiş,6.7,56,1690,4.0,172
778000.0,Peugeot,2018,117207.0,Otomatik,Dizel,Hatchback/5,Beyaz,1560,122,Önden Çekiş,3.5,53,1766,4.0,195
627000.0,Peugeot,2020,74387.0,Düz,Dizel,Sedan,Beyaz,1499,102,Önden Çekiş,3.9,50,1565,4.0,168
722000.0,Fiat,2019,126483.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,1762,4.0,197
905000.0,Skoda,2020,61381.0,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598,115,Önden Çekiş,4.1,50,1945,4.0,202
475000.0,Ford,2009,225000.0,Düz,Dizel,Hatchback/5,Siyah,1399,70,Önden Çekiş,4.3,45,1765,4.0,184
825000.0,Hyundai,2020,34116.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1368,100,Önden Çekiş,6.1,40,1920,4.0,217
719000.0,Opel,2018,102000.0,Düz,Dizel,Sedan,Siyah,1598,136,Önden Çekiş,4.2,56,1548,4.0,180
542000.0,Renault,2014,165000.0,Düz,LPG & Benzin,Sedan,Gri,1149,75,Önden Çekiş,6.0,50,1945,4.0,190
1285000.0,Renault,2018,28500.0,Yarı Otomatik,Dizel,Sedan,Gri (titanyum),1461,110,Önden Çekiş,3.8,49,1670,4.0,190
425000.0,Opel,2003,194000.0,Düz,LPG & Benzin,Sedan,Gri,1598,100,Önden Çekiş,7.5,61,1771,4.0,173
699000.0,Fiat,2020,12100.0,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1785,4.0,185
545000.0,Seat,2015,143000.0,Düz,Benzin,Hatchback/5,Kırmızı,1390,85,Önden Çekiş,5.9,45,1870,4.0,201
340000.0,Renault,2004,325000.0,Düz,Dizel,Sedan,Diğer,1461,65,Önden Çekiş,4.7,50,1841,4.0,187
790000.0,Renault,2018,74000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri,1461,90,Önden Çekiş,3.7,45,1675,4.0,186
810000.0,Volkswagen,2013,100300.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197,105,Önden Çekiş,4.8,50,1870,4.0,206
510000.0,Hyundai,2007,153500.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1399,97,Önden Çekiş,6.7,45,1703,4.0,165
410000.0,Renault,2005,113120.0,Düz,Benzin,Sedan,Gri (Gümüş),1390,75,Önden Çekiş,7.1,50,1770,4.0,216
830000.0,Ford,2016,121000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,1770,4.0,216
850000.0,Volkswagen,2005,220000.0,Düz,LPG & Benzin,Bilinmiyor,Siyah,1595,102,Önden Çekiş,7.7,55,1590,4.0,164
890000.0,Mercedes - Benz,2013,215000.0,Düz,Dizel,Hatchback/5,Beyaz,1461,109,Önden Çekiş,4.0,50,2155,4.0,200
500000.0,Ford,2005,200000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399,68,Önden Çekiş,4.4,45,2000,3.0,210
2095000.0,BMW,2020,90641.0,Otomatik,Benzin,Sedan,Gri (metalik),1597,170,Arkadan İtiş,6.0,59,2190,6.0,214
725000.0,Renault,2016,157000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,3.8,49,1555,4.0,173
420000.0,Opel,2003,290000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1598,100,Önden Çekiş,7.1,52,1684,4.0,192
815000.0,Volkswagen,2015,210000.0,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1598,110,Önden Çekiş,3.9,50,1650,4.0,190
480000.0,Chevrolet,2011,131000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1598,124,Önden Çekiş,7.4,60,1645,4.0,176
720000.0,Hyundai,2014,47500.0,Otomatik,Benzin,Hatchback/5,Bordo,1396,100,Önden Çekiş,6.0,45,1705,4.0,191
435000.0,Fiat,2009,65000.0,Düz,Benzin,Sedan,Kırmızı,1368,77,Önden Çekiş,6.2,48,1761,4.0,190
655000.0,Opel,2013,194200.0,Otomatik,Benzin,Sedan,Füme,1364,140,Önden Çekiş,6.7,56,1570,3.0,170
700000.0,Renault,2013,235000.0,Düz,Dizel,Sedan,Gri,1461,90,Önden Çekiş,4.4,60,2020,4.0,225
375000.0,Opel,2003,144500.0,Düz,Benzin,Hatchback/5,Kırmızı,1389,90,Önden Çekiş,7.2,44,1761,4.0,190
420000.0,Nissan,2005,186000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1240,80,Önden Çekiş,6.6,46,1651,4.0,168
1715000.0,Volkswagen,2018,109000.0,Yarı Otomatik,Dizel,Sedan,Gri,1598,120,Önden Çekiş,4.0,66,1370,4.0,166
390000.0,Renault,2011,248000.0,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1461,110,Önden Çekiş,4.4,60,1609,4.0,196
415000.0,Renault,2008,181000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,110,Önden Çekiş,6.8,60,1675,4.0,185
535000.0,Fiat,2016,111000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,5.7,45,1720,4.0,215
495000.0,Renault,2015,155470.0,Düz,Dizel,Hatchback/5,Beyaz,1461,75,Önden Çekiş,3.6,45,2230,6.0,225
310000.0,Renault,2000,151500.0,Düz,Benzin,Hatchback/3,Gri,1598,90,Önden Çekiş,7.2,50,1710,4.0,173
979000.0,Volkswagen,2016,175000.0,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598,120,Önden Çekiş,4.0,66,1645,3.0,193
1000000.0,Honda,2020,47000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1597,125,Önden Çekiş,6.3,46,1980,4.0,223
579000.0,Opel,2012,185000.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1248,90,Önden Çekiş,5.0,52,1680,3.0,187
400000.0,Peugeot,2011,239000.0,Düz,Dizel,Hatchback/5,Gri,1398,71,Önden Çekiş,4.2,50,1910,4.0,218
279000.0,Fiat,2004,292000.0,Düz,Dizel,Sedan,Beyaz,1248,70,Önden Çekiş,4.7,48,1762,4.0,197
520000.0,Fiat,2012,127000.0,Düz,Dizel,Sedan,Beyaz,1248,90,Önden Çekiş,4.9,45,1600,4.0,167
395000.0,Volvo,2004,220000.0,Düz,LPG & Benzin,Sedan,Yeşil,1587,109,Önden Çekiş,7.7,60,1408,3.0,155
829000.0,Opel,2016,112000.0,Otomatik,Benzin,Hatchback/5,Mavi,1399,150,Önden Çekiş,5.5,52,1535,4.0,164
195750.0,Tofaş,1999,275000.0,Düz,LPG & Benzin,Sedan,Beyaz,1372,71,Arkadan İtiş,6.6,52,1350,3.0,165
700000.0,Fiat,2021,41000.0,Düz,Benzin,Sedan,Gri (Gümüş),1368,95,Önden Çekiş,6.4,45,1546,3.0,178
850000.0,Ford,2019,75000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,2030,4.0,220
720000.0,Opel,2017,129870.0,Düz,LPG & Benzin,Sedan,Kahverengi,1598,115,Önden Çekiş,6.5,56,1905,4.0,205
410000.0,Peugeot,2010,165000.0,Düz,LPG & Benzin,Sedan,Gri,1360,76,Önden Çekiş,6.5,50,1800,4.0,195
1130000.0,Toyota,2020,38100.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1598,132,Önden Çekiş,5.5,50,1900,4.0,192
575000.0,Fiat,2016,157700.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,1630,4.0,195
760000.0,Opel,2011,168000.0,Düz,Dizel,Sedan,Beyaz,1248,90,Önden Çekiş,5.1,52,1550,4.0,195
365000.0,Opel,2001,256000.0,Düz,Benzin,Hatchback/3,Siyah,1389,90,Önden Çekiş,7.2,44,1663,4.0,170
490000.0,Hyundai,2013,254000.0,Düz,Dizel,Hatchback/5,Beyaz,1396,90,Önden Çekiş,4.3,45,1814,4.0,185
387000.0,Renault,2013,348000.0,Düz,Dizel,Sedan,Beyaz,1461,75,Önden Çekiş,3.9,50,1570,4.0,179
330000.0,Fiat,2009,220000.0,Düz,Dizel,Hatchback/5,Beyaz,1248,70,Önden Çekiş,4.6,51,1940,6.0,215
520000.0,Toyota,2005,282000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,110,Önden Çekiş,7.2,60,1645,4.0,183
509000.0,Renault,2012,191000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1461,110,Önden Çekiş,4.4,60,2155,4.0,200
1045000.0,Audi,2016,185000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,110,Önden Çekiş,3.9,50,1675,4.0,185
1450000.0,BMW,2014,57000.0,Otomatik,Benzin,Sedan,Beyaz,1598,136,Arkadan İtiş,5.8,60,1693,4.0,192
680000.0,Renault,2015,189000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,4.5,60,1578,4.0,175
680000.0,Opel,2016,202000.0,Otomatik,Dizel,Sedan,Gri,1598,136,Önden Çekiş,5.1,56,1845,4.0,200
1062000.0,BMW,2015,119000.0,Otomatik,Benzin,MPV,Siyah,1499,136,Önden Çekiş,5.2,51,1545,4.0,163
650000.0,Toyota,2009,262000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1364,90,Önden Çekiş,4.9,55,1545,4.0,163
570000.0,Opel,2010,184500.0,Düz,Dizel,Sedan,Gri (metalik),1248,90,Önden Çekiş,5.1,52,1696,4.0,160
850000.0,Volvo,2012,148000.0,Yarı Otomatik,Benzin,Sedan,Siyah,1595,180,Önden Çekiş,7.6,67,1693,4.0,192
349000.0,Renault,2010,368000.0,Düz,Dizel,Sedan,Gri,1461,85,Önden Çekiş,4.5,50,1600,4.0,185
477500.0,Honda,2007,125000.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1339,83,Önden Çekiş,5.6,42,1550,4.0,175
505000.0,Renault,2017,184000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.9,50,1654,4.0,184
630000.0,Toyota,2012,140000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1364,90,Önden Çekiş,4.8,55,1654,4.0,184
650000.0,Fiat,2020,117900.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,1605,4.0,176
815000.0,Toyota,2013,82500.0,Düz,Dizel,Sedan,Beyaz,1364,90,Önden Çekiş,4.1,55,1660,4.0,170
648000.0,Volkswagen,2012,110500.0,Düz,Benzin,Hatchback/5,Siyah,1390,122,Önden Çekiş,6.2,55,1990,4.0,213
950000.0,Audi,2009,240000.0,Otomatik,Benzin,Sedan,Beyaz,1798,120,Önden Çekiş,7.5,65,1820,4.0,196
2320000.0,Mercedes - Benz,2017,74000.0,Otomatik,Benzin,Bilinmiyor,Diğer,1595,156,Arkadan İtiş,5.9,41,1590,4.0,190
298000.0,Peugeot,2010,265000.0,Düz,Benzin,Sedan,Siyah,1360,76,Önden Çekiş,6.5,50,1820,4.0,200
725000.0,Fiat,2021,18300.0,Düz,LPG & Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,6.4,45,1864,4.0,200
410000.0,Renault,2005,293500.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1598,110,Önden Çekiş,7.4,68,1535,4.0,164
865000.0,Honda,2014,129000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1595,125,Önden Çekiş,6.7,50,1793,4.0,192
399500.0,Toyota,2008,270000.0,Düz,Dizel,Hatchback/5,Siyah,1364,90,Önden Çekiş,5.0,55,2025,4.0,205
505000.0,Peugeot,2016,117000.0,Düz,Dizel,Sedan,Beyaz,1560,93,Önden Çekiş,4.3,50,1524,4.0,156
600000.0,Honda,2007,247000.0,Otomatik,LPG & Benzin,Sedan,Gri (metalik),1595,125,Önden Çekiş,7.1,50,1945,4.0,190
750000.0,Nissan,2015,65000.0,Otomatik,Benzin,Hatchback/5,Yeşil,1198,80,Önden Çekiş,5.4,41,1900,4.0,192
915000.0,Toyota,2015,93025.0,Otomatik,Benzin,Sedan,Beyaz,1598,132,Önden Çekiş,6.1,55,1900,4.0,192
840000.0,BMW,2011,212000.0,Otomatik,Benzin,Sedan,Siyah,1596,116,Arkadan İtiş,7.9,63,1675,4.0,185
575000.0,Fiat,2017,267000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,1555,4.0,175
300000.0,Peugeot,2012,229000.0,Düz,Dizel,Hatchback/5,Füme,1398,71,Önden Çekiş,4.2,50,1500,4.0,153
1280000.0,Honda,2021,13600.0,Otomatik,Benzin,Sedan,Beyaz,1498,182,Önden Çekiş,6.7,47,1526,4.0,177
440000.0,Peugeot,2013,126750.0,Düz,Dizel,Hatchback/5,Gri,1398,71,Önden Çekiş,4.2,50,1500,4.0,162
430000.0,Peugeot,2006,161000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1360,89,Önden Çekiş,6.5,60,1725,4.0,182
355000.0,Renault,2005,342000.0,Düz,Dizel,Sedan,Bej,1461,80,Önden Çekiş,4.6,60,1595,4.0,195
580000.0,Ford,2011,163095.0,Düz,Dizel,Sedan,Gri (metalik),1560,110,Önden Çekiş,4.8,55,1540,4.0,167
760000.0,Ford,2015,163000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,1490,3.0,151
395000.0,Daihatsu,2003,209000.0,Otomatik,Benzin,Hatchback/5,Lacivert,1298,102,Önden Çekiş,6.3,40,1490,3.0,151
470000.0,Honda,2009,167000.0,Düz,LPG & Benzin,Sedan,Gri,1339,100,Önden Çekiş,6.4,42,1975,4.0,193
620000.0,Opel,2011,219000.0,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1598,115,Önden Çekiş,7.1,56,1975,4.0,193
860000.0,Volkswagen,2015,122000.0,Düz,Dizel,Sedan,Beyaz,1598,105,Önden Çekiş,4.5,55,1740,4.0,179
1015000.0,Volvo,2015,135000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.1,67,1960,4.0,190
470000.0,Ford,2012,175000.0,Düz,Dizel,Hatchback/5,Gri,1398,70,Önden Çekiş,4.2,45,1535,4.0,164
630000.0,Seat,2013,133000.0,Düz,Benzin,Hatchback/5,Füme,1390,85,Önden Çekiş,5.9,45,1640,4.0,158
840000.0,Peugeot,2015,145000.0,Otomatik,Dizel,Hatchback/5,Gri (titanyum),1560,122,Önden Çekiş,3.5,53,1945,4.0,190
930000.0,Skoda,2017,150000.0,Yarı Otomatik,Dizel,Station wagon,Beyaz,1598,115,Önden Çekiş,3.9,50,1650,4.0,188
750000.0,Volkswagen,2014,67600.0,Düz,Benzin,Hatchback/5,Beyaz,1390,85,Önden Çekiş,5.9,45,1895,4.0,206
1285000.0,Mercedes - Benz,2014,99500.0,Otomatik,Benzin,Bilinmiyor,Beyaz,1597,156,Arkadan İtiş,6.7,59,1250,3.0,145
529000.0,Hyundai,2012,222000.0,Düz,LPG & Benzin,Sedan,Beyaz,1399,97,Önden Çekiş,6.5,45,1820,4.0,195
599000.0,Kia,2012,224000.0,Otomatik,Dizel,Station wagon,Beyaz,1582,128,Önden Çekiş,4.4,53,1813,4.0,185
422000.0,Opel,2005,179000.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1229,80,Önden Çekiş,6.0,44,1420,4.0,162
615000.0,Toyota,2010,113000.0,Düz,Benzin,Sedan,Bej,1598,124,Önden Çekiş,6.9,55,1771,4.0,180
605000.0,Renault,2010,300000.0,Düz,Dizel,Bilinmiyor,Diğer,1461,105,Önden Çekiş,4.5,60,1525,4.0,180
265000.0,Fiat,2004,258000.0,Düz,Dizel,Hatchback/3,Mavi (metalik),1248,70,Önden Çekiş,4.6,51,1475,4.0,145
410000.0,Renault,2004,202000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598,115,Önden Çekiş,6.9,60,2073,4.0,206
605000.0,Volkswagen,2009,230460.0,Yarı Otomatik,Benzin,Hatchback/5,Gri,1390,140,Önden Çekiş,7.1,55,1540,4.0,167
450000.0,Honda,2002,220000.0,Otomatik,LPG & Benzin,Sedan,Bej,1590,110,Önden Çekiş,7.0,50,1675,4.0,185
660000.0,Volkswagen,2013,282000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598,105,Önden Çekiş,3.9,50,1651,4.0,168
398000.0,Fiat,2012,190000.0,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.9,45,1651,4.0,168
559900.0,Honda,2008,188500.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Kahverengi,1799,140,Önden Çekiş,6.8,50,1515,4.0,181
460000.0,Ford,2005,191000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1596,100,Önden Çekiş,7.5,55,2073,4.0,206
739900.0,Renault,2018,183000.0,Yarı Otomatik,Dizel,Station wagon,Beyaz,1461,90,Önden Çekiş,3.7,45,1975,4.0,193
799750.0,Toyota,2014,99000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1598,132,Önden Çekiş,5.7,50,1805,4.0,171
915000.0,Volkswagen,2015,115000.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395,125,Önden Çekiş,5.0,50,1476,4.0,166
345000.0,Volkswagen,1999,355000.0,Düz,LPG & Benzin,Sedan,Lacivert,1595,101,Önden Çekiş,7.7,55,1750,4.0,190
300000.0,Ford,2003,330000.0,Düz,Dizel,Hatchback/5,Lacivert,1399,68,Önden Çekiş,4.3,45,1450,4.0,170
920000.0,Audi,2013,170000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1395,140,Önden Çekiş,4.7,50,1820,4.0,210
770000.0,Renault,2016,122000.0,Düz,Dizel,Sedan,Beyaz,1461,90,Önden Çekiş,3.7,49,1675,4.0,186
530000.0,Ford,2010,123712.0,Düz,LPG & Benzin,Hatchback/5,Füme,1596,100,Önden Çekiş,6.7,55,1975,4.0,193
275000.0,Renault,1998,350000.0,Düz,LPG & Benzin,Sedan,Gri,1598,90,Önden Çekiş,7.2,60,1476,4.0,170
585000.0,Audi,2006,230000.0,Düz,Benzin,Hatchback/5,Beyaz,1595,115,Önden Çekiş,6.5,55,1730,4.0,172
789750.0,Toyota,2015,161000.0,Düz,Dizel,MPV,Beyaz,1598,112,Önden Çekiş,4.5,55,1609,4.0,164
960000.0,Hyundai,2018,97500.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1582,136,Önden Çekiş,4.1,50,1330,4.0,164
268000.0,Opel,1997,270000.0,Düz,LPG & Benzin,Hatchback/5,Turuncu,1389,90,Önden Çekiş,7.4,42,1814,4.0,185
380000.0,Hyundai,2006,147765.0,Düz,LPG & Benzin,Sedan,Beyaz,1341,86,Önden Çekiş,6.7,45,1840,4.0,203
945000.0,Toyota,2021,39600.0,Otomatik,Benzin,Sedan,Beyaz,1490,125,Önden Çekiş,5.8,50,1980,4.0,210
515000.0,Toyota,2007,144600.0,Düz,LPG & Benzin,Sedan,Füme,1598,110,Önden Çekiş,6.5,55,1980,4.0,210
429999.0,Renault,2007,231000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1598,110,Önden Çekiş,6.9,60,1771,4.0,180
395000.0,Chevrolet,2009,136000.0,Düz,LPG & Benzin,Sedan,Siyah,1399,100,Önden Çekiş,6.1,45,2072,4.0,200
494950.0,Renault,2008,165000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1598,115,Önden Çekiş,7.4,68,1910,3.0,205
670000.0,Volkswagen,2011,184400.0,Düz,Benzin,Hatchback/5,Füme,1390,122,Önden Çekiş,6.2,55,1766,4.0,175
1530000.0,DS Automobiles,2022,36000.0,Otomatik,Dizel,Hatchback/5,Bej,1499,132,Önden Çekiş,3.8,53,1730,4.0,172
900000.0,Volkswagen,2017,81000.0,Düz,Benzin,Sedan,Beyaz,1197,105,Önden Çekiş,5.0,55,2165,4.0,222
425000.0,Fiat,2012,191000.0,Düz,Dizel,Sedan,Beyaz,1248,90,Önden Çekiş,4.9,45,1609,4.0,167
643000.0,Hyundai,2014,178807.0,Otomatik,Dizel,Sedan,Beyaz,1582,128,Önden Çekiş,5.6,43,1609,4.0,167
520000.0,Toyota,2007,163000.0,Düz,Dizel,Sedan,Gri,1364,90,Önden Çekiş,4.9,55,1730,4.0,183
287500.0,Tofaş,1997,175000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1581,96,Arkadan İtiş,6.6,45,1510,4.0,180
375000.0,Toyota,2001,288000.0,Düz,LPG & Benzin,Sedan,Yeşil,1598,110,Önden Çekiş,7.0,55,2005,4.0,200
285000.0,Toyota,2000,286500.0,Düz,LPG & Benzin,Sedan,Beyaz,1332,86,Önden Çekiş,6.9,50,1476,4.0,170
471000.0,Hyundai,2005,201800.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1341,82,Önden Çekiş,6.2,45,1675,4.0,186
275000.0,Renault,2005,330000.0,Düz,Dizel,Hatchback/5,Gri,1461,80,Önden Çekiş,4.8,55,1835,4.0,197
1595000.0,BMW,2016,139800.0,Otomatik,Benzin,Sedan,Siyah,1592,170,Arkadan İtiş,6.7,70,1835,4.0,197
3740000.0,BMW,2023,6001.0,Otomatik,Benzin,Bilinmiyor,Diğer,1597,170,Arkadan İtiş,6.1,59,1850,4.0,190
1135000.0,Volkswagen,2019,53598.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,4.0,59,1693,4.0,192
475000.0,Opel,2011,210000.0,Düz,Dizel,Hatchback/5,Beyaz,1248,90,Önden Çekiş,4.9,52,1728,4.0,175
499000.0,Fiat,2011,155000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368,77,Önden Çekiş,5.9,45,1548,4.0,180
459000.0,Fiat,2011,146000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1368,77,Önden Çekiş,5.9,45,1693,4.0,192
660000.0,Ford,2013,109000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1596,100,Önden Çekiş,6.7,55,1425,3.0,161
1399850.0,BMW,2015,190000.0,Otomatik,Benzin,Sedan,Beyaz,1598,170,Arkadan İtiş,5.3,60,1770,4.0,190
860000.0,Opel,2016,143000.0,Otomatik,Dizel,Sedan,Füme,1598,136,Önden Çekiş,5.0,70,1860,4.0,203
994850.0,Skoda,2015,195000.0,Yarı Otomatik,Dizel,Sedan,Bej,1598,105,Önden Çekiş,4.6,60,1820,4.0,200
168000.0,Tata,2006,270000.0,Düz,Dizel,Hatchback/5,Gri,1405,70,Önden Çekiş,8.0,37,1476,4.0,166
285000.0,Opel,1997,188500.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1389,90,Önden Çekiş,7.4,42,1476,4.0,166
430000.0,Ford,2006,173000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399,68,Önden Çekiş,4.3,45,1476,4.0,166
